SIDER_ID,Concept_Type,Indication_Name
CID100003937,PT,Renal artery stenosis
CID100003937,PT,Angina pectoris
CID100003937,PT,Angioedema
CID100003937,PT,Renal failure
CID100003937,PT,Diabetes mellitus
CID100003937,PT,Diabetic nephropathy
CID100003937,PT,Cardiac failure
CID100003937,PT,Cardiac failure congestive
CID100003937,PT,Cough
CID100003937,PT,Renovascular hypertension
CID100003937,PT,Hypotension
CID100003937,PT,Infarction
CID100003937,PT,Myocardial infarction
CID100003937,PT,Acute coronary syndrome
CID100003937,PT,Pregnancy
CID100003937,PT,Hypertension
CID100003938,PT,Blood prolactin increased
CID100003938,PT,Chills
CID100003938,PT,Blood growth hormone increased
CID100003938,PT,Parkinsonism
CID100003938,PT,Galactorrhoea
CID100003938,PT,Bradykinesia
CID100003938,PT,Hypokinesia
CID100003938,PT,Akinesia
CID100003938,PT,Prolactinoma
CID100003938,PT,Tremor
CID100003938,PT,Parkinsonism
CID100003938,PT,Parkinson's disease
CID100003938,PT,Parkinsonism
CID100003938,PT,Neoplasm
CID100003938,PT,Nausea
CID100003938,PT,Infertility
CID100003938,PT,Dyskinesia
CID100003938,PT,Amenorrhoea
CID100003938,PT,Acromegaly
CID100003938,PT,Pituitary tumour
CID100003939,PT,Hyperkinesia
CID100003939,PT,Agitation
CID100003939,PT,Mania
CID100003939,PT,Pressure of speech
CID100003939,PT,Delusion of grandeur
CID100003939,PT,Mania
CID100003939,PT,Hostility
CID100003939,PT,Bipolar I disorder
CID100003939,PT,Bipolar disorder
CID100003939,PT,Aggression
CID100003939,PT,Flight of ideas
CID100003948,PT,Urinary tract infection
CID100003948,PT,Cystitis
CID100003948,PT,Cystitis noninfective
CID100003948,PT,Bladder pain
CID100003948,PT,Bronchitis chronic
CID100003948,PT,Bacteraemia
CID100003948,PT,Infection
CID100003950,PT,Anaemia
CID100003950,PT,Brain neoplasm
CID100003950,PT,Hodgkin's disease lymphocyte depletion type stage unspecified
CID100003950,PT,Hodgkin's disease
CID100003950,PT,Hodgkin's disease lymphocyte predominance type stage unspecified
CID100003954,PT,Renal impairment
CID100003954,PT,Renal failure
CID100003954,PT,Liver disorder
CID100003954,PT,Diarrhoea
CID100003954,PT,Inflammatory bowel disease
CID100003954,PT,Diarrhoea
CID100003957,PT,Lacrimation increased
CID100003957,PT,Rhinorrhoea
CID100003957,PT,Nasopharyngitis
CID100003957,PT,Urticaria chronic
CID100003957,PT,Sneezing
CID100003957,PT,Skin disorder
CID100003957,PT,Pruritus
CID100003957,PT,Eye pruritus
CID100003957,PT,Hypersensitivity
CID100003957,PT,Rhinitis seasonal
CID100003957,PT,Seasonal allergy
CID100003957,PT,Rhinitis perennial
CID100003958,PT,Tension
CID100003958,PT,Insomnia
CID100003958,PT,Anxiety disorder
CID100003958,PT,Depressive symptom
CID100003958,PT,Anxiety disorder
CID100003958,PT,Somnolence
CID100003958,PT,Anxiety
CID100003958,PT,Status epilepticus
CID100003961,PT,Protein urine present
CID100003961,PT,Hypertension
CID100003961,PT,Diabetes mellitus
CID100003961,PT,Dilatation ventricular
CID100003961,PT,Left ventricular hypertrophy
CID100003961,PT,Essential hypertension
CID100003961,PT,Cerebrovascular accident
CID100003961,PT,Proteinuria
CID100003961,PT,Acute coronary syndrome
CID100003961,PT,Type 2 diabetes mellitus
CID100003961,PT,Renal failure chronic
CID100003961,PT,Cough
CID100003961,PT,Diabetic nephropathy
CID100003961,PT,Cardiac failure
CID100003961,PT,Myocardial infarction
CID100003961,PT,Hypertension
CID100003961,PT,Nephropathy
CID100003961,PT,Hypersensitivity
CID100003962,PT,Menarche
CID100003962,PT,Premature menopause
CID100003962,PT,Myocardial infarction
CID100003962,PT,Acute coronary syndrome
CID100003962,PT,Nephrotic syndrome
CID100003962,PT,Cerebrovascular accident
CID100003962,PT,Peripheral vascular disorder
CID100003962,PT,Lipid metabolism disorder
CID100003962,PT,Dyslipidaemia
CID100003962,PT,Low density lipoprotein increased
CID100003962,PT,Foetor hepaticus
CID100003962,PT,Carotid arteriosclerosis
CID100003962,PT,Blood cholesterol increased
CID100003962,PT,Blood triglycerides normal
CID100003962,PT,Type IIb hyperlipidaemia
CID100003962,PT,Coronary artery disease
CID100003962,PT,Type IIa hyperlipidaemia
CID100003962,PT,High density lipoprotein decreased
CID100003962,PT,Hepatocellular injury
CID100003962,PT,Infarction
CID100003962,PT,Angina pectoris
CID100003962,PT,Angina unstable
CID100003962,PT,Angina pectoris
CID100003962,PT,Arteriosclerosis
CID100003962,PT,Liver disorder
CID100003962,PT,Carotid artery disease
CID100003962,PT,Arteriosclerosis coronary artery
CID100003962,PT,Coronary artery disease
CID100003962,PT,Cardiovascular disorder
CID100003962,PT,Hypercholesterolaemia
CID100003962,PT,Hyperlipidaemia
CID100003962,PT,Hyperlipidaemia
CID100003962,PT,Hypertension
CID100003962,PT,Blood triglycerides increased
CID100003962,PT,Hypertriglyceridaemia
CID100003962,PT,Hypothyroidism
CID100003962,PT,Diabetes mellitus
CID100003964,PT,Schizophrenia
CID100003964,PT,Dementia
CID100003964,PT,Agitation
CID100003964,PT,Bipolar I disorder
CID100003964,PT,Schizophrenia
CID100003964,PT,Agitation
CID100003964,PT,Schizoaffective disorder
CID100003964,PT,Tension
CID100003964,PT,Chronic obstructive pulmonary disease
CID100003964,PT,Lung disorder
CID100003964,PT,Fasting
CID100003964,PT,Bipolar I disorder
CID100003964,PT,Bipolar disorder
CID100003964,PT,Asthma
CID100003964,PT,Bronchial hyperreactivity
CID100003998,PT,Wound
CID100003998,PT,Burns third degree
CID100003998,PT,Bacterial infection
CID100004011,PT,Flat affect
CID100004011,PT,Major depression
CID100004011,PT,Affective disorder
CID100004011,PT,Menopausal depression
CID100004011,PT,Fatigue
CID100004011,PT,Depression
CID100004011,PT,Dysthymic disorder
CID100004011,PT,Dysphoria
CID100004011,PT,Apathy
CID100004011,PT,Depression
CID100004011,PT,Dysthymic disorder
CID100004011,PT,Dysthymic disorder
CID100004011,PT,Major depression
CID100004011,PT,Bipolar I disorder
CID100004011,PT,Bipolar disorder
CID100004011,PT,Mental disorder
CID100004011,PT,Anxiety
CID100004011,PT,Irritability
CID100004030,PT,Enterobiasis
CID100004030,PT,Infection
CID100004030,PT,Trichuriasis
CID100004030,PT,Diarrhoea
CID100004030,PT,Infection
CID100004030,PT,Ascariasis
CID100004030,PT,Hookworm infection
CID100004031,PT,Functional gastrointestinal disorder
CID100004031,PT,Abdominal pain
CID100004031,PT,Gastrointestinal pain
CID100004031,PT,Constipation
CID100004031,PT,Diarrhoea
CID100004031,PT,Flatulence
CID100004031,PT,Gastrointestinal disorder
CID100004031,PT,Irritable bowel syndrome
CID100004031,PT,Muscle spasms
CID100004032,PT,Essential hypertension
CID100004032,PT,Malignant hypertension
CID100004033,PT,Polycythaemia vera
CID100004033,PT,Non-Hodgkin's lymphoma
CID100004033,PT,Mycosis fungoides
CID100004033,PT,Lymphoma
CID100004033,PT,Chronic lymphocytic leukaemia
CID100004033,PT,Asthenia
CID100004033,PT,Hodgkin's disease
CID100004033,PT,Hodgkin's disease lymphocyte depletion type stage unspecified
CID100004033,PT,Effusion
CID100004033,PT,Bronchial carcinoma
CID100004033,PT,Malaise
CID100004033,PT,Hodgkin's disease lymphocyte predominance type stage unspecified
CID100004033,PT,Metastatic neoplasm
CID100004034,PT,Vertigo
CID100004034,PT,Nausea
CID100004034,PT,Vomiting
CID100004034,PT,Hypersensitivity
CID100004034,PT,Dizziness
CID100004034,PT,Motion sickness
CID100004036,PT,Juvenile idiopathic arthritis
CID100004036,PT,Bursitis
CID100004036,PT,Rotator cuff syndrome
CID100004036,PT,Dysmenorrhoea
CID100004036,PT,Spondylitis
CID100004036,PT,Spondyloarthropathy
CID100004036,PT,Peptic ulcer
CID100004036,PT,Ankylosing spondylitis
CID100004036,PT,Osteoarthritis
CID100004036,PT,Body temperature increased
CID100004036,PT,Arthritis
CID100004036,PT,Rheumatoid arthritis
CID100004036,PT,Gout
CID100004036,PT,Gouty arthritis
CID100004036,PT,Pain
CID100004042,PT,Breast cancer recurrent
CID100004042,PT,Migraine
CID100004042,PT,Uterine cancer
CID100004042,PT,Angiopathy
CID100004042,PT,Amenorrhoea
CID100004042,PT,Tenderness
CID100004042,PT,Haemorrhage urinary tract
CID100004042,PT,Breast cancer stage IV
CID100004042,PT,Induration
CID100004042,PT,Vaginal haemorrhage
CID100004042,PT,Anovulatory cycle
CID100004042,PT,Menopausal symptoms
CID100004042,PT,Hot flush
CID100004042,PT,Endometrial cancer stage IV
CID100004042,PT,Oestrogenic effect
CID100004042,PT,Dyspareunia
CID100004042,PT,Uterine haemorrhage
CID100004042,PT,Hormone level abnormal
CID100004042,PT,Blindness
CID100004042,PT,Nulliparous
CID100004042,PT,Unintended pregnancy
CID100004042,PT,Myocardial infarction
CID100004042,PT,Cerebrovascular accident
CID100004042,PT,Amenorrhoea
CID100004042,PT,Breast cancer
CID100004042,PT,Neoplasm malignant
CID100004042,PT,Neoplasm malignant
CID100004042,PT,Renal cell carcinoma
CID100004042,PT,Dysmenorrhoea
CID100004042,PT,Thrombophlebitis
CID100004042,PT,Endometriosis
CID100004042,PT,Cardiac disorder
CID100004042,PT,Endometrial hyperplasia
CID100004042,PT,Hepatocellular injury
CID100004042,PT,Liver disorder
CID100004042,PT,Foetor hepaticus
CID100004042,PT,Menopause
CID100004042,PT,Menstrual disorder
CID100004042,PT,Acute coronary syndrome
CID100004042,PT,Pain
CID100004042,PT,Pelvic pain
CID100004042,PT,Pregnancy
CID100004042,PT,Inflammation
CID100004043,PT,Conjunctivitis allergic
CID100004043,PT,Conjunctivitis allergic
CID100004043,PT,Episcleritis
CID100004044,PT,Toothache
CID100004044,PT,Dysmenorrhoea
CID100004044,PT,Pain
CID100004044,PT,Diabetes mellitus
CID100004044,PT,Menorrhagia
CID100004044,PT,Body temperature increased
CID100004044,PT,Metrorrhagia
CID100004046,PT,Pathogen resistance
CID100004046,PT,Plasmodium ovale infection
CID100004046,PT,Plasmodium malariae infection
CID100004046,PT,Plasmodium vivax infection
CID100004046,PT,Malaria
CID100004046,PT,Infection
CID100004046,PT,Plasmodium falciparum infection
CID100004048,PT,Breast cancer
CID100004048,PT,Metastatic neoplasm
CID100004048,PT,Metastatic neoplasm
CID100004048,PT,Uterine cancer
CID100004048,PT,Endometrial adenocarcinoma
CID100004048,PT,Oestrogenic effect
CID100004048,PT,Prostate cancer metastatic
CID100004048,PT,Prostate cancer
CID100004048,PT,Endometrial hyperplasia
CID100004048,PT,Underweight
CID100004048,PT,Cachexia
CID100004048,PT,Breast cancer
CID100004048,PT,Decreased appetite
CID100004048,PT,Autoimmune disorder
CID100004048,PT,Acquired immunodeficiency syndrome
CID100004048,PT,Weight decreased
CID100004051,PT,Acute coronary syndrome
CID100004051,PT,Juvenile idiopathic arthritis
CID100004051,PT,Pain
CID100004051,PT,Osteoarthritis
CID100004051,PT,Myocardial infarction
CID100004051,PT,Cerebrovascular accident
CID100004051,PT,Osteoarthritis
CID100004051,PT,Inflammation
CID100004051,PT,Gastrointestinal disorder
CID100004051,PT,Arthritis
CID100004051,PT,Rheumatoid arthritis
CID100004051,PT,Arthropathy
CID100004053,PT,Renal failure
CID100004053,PT,Renal impairment
CID100004053,PT,Sarcoma
CID100004053,PT,Ovarian cancer
CID100004053,PT,Breast cancer
CID100004053,PT,Rhabdomyosarcoma
CID100004053,PT,Renal failure
CID100004053,PT,Polycythaemia vera
CID100004053,PT,Neuroblastoma
CID100004053,PT,Ovarian epithelial cancer
CID100004053,PT,Plasma cell myeloma
CID100004053,PT,Malignant melanoma
CID100004053,PT,Waldenstrom's macroglobulinaemia
CID100004053,PT,Body temperature increased
CID100004053,PT,Polyuria
CID100004053,PT,Neoplasm malignant
CID100004053,PT,Neoplasm malignant
CID100004053,PT,Breast cancer
CID100004053,PT,Plasmacytoma
CID100004054,PT,Dementia
CID100004054,PT,Parkinson's disease
CID100004054,PT,Parkinsonism
CID100004054,PT,Mental disorder due to a general medical condition
CID100004054,PT,Muscle spasticity
CID100004054,PT,Epilepsy
CID100004054,PT,Vascular dementia
CID100004054,PT,Dementia Alzheimer's type
CID100004054,PT,Neuralgia
CID100004057,PT,Peptic ulcer
CID100004058,PT,Renal colic
CID100004058,PT,Renal failure
CID100004058,PT,Renal impairment
CID100004058,PT,Analgesic therapy
CID100004058,PT,Stupor
CID100004058,PT,Biliary colic
CID100004058,PT,Pain
CID100004058,PT,Pancreatitis
CID100004058,PT,Pain
CID100004058,PT,Pain
CID100004058,PT,Diarrhoea
CID100004058,PT,Cough
CID100004058,PT,Pancreatitis acute
CID100004060,PT,Temporal lobe epilepsy
CID100004064,PT,Tension
CID100004064,PT,Anxiety disorder
CID100004064,PT,Anxiety
CID100004075,PT,Proctitis ulcerative
CID100004075,PT,Colitis ulcerative
CID100004075,PT,Crohn's disease
CID100004075,PT,Malaise
CID100004075,PT,Proctitis ulcerative
CID100004075,PT,Aphagia
CID100004075,PT,Proctocolitis
CID100004075,PT,Proctitis
CID100004075,PT,Inflammation
CID100004075,PT,Diarrhoea
CID100004075,PT,Crohn's disease
CID100004075,PT,Proctocolitis
CID100004075,PT,Colitis ulcerative
CID100004075,PT,Colitis
CID100004075,PT,Alopecia
CID100004075,PT,Inflammatory bowel disease
CID100004086,PT,Tuberculosis
CID100004086,PT,Tremor
CID100004086,PT,Pulmonary congestion
CID100004086,PT,Lung neoplasm malignant
CID100004086,PT,Disability
CID100004086,PT,Wheezing
CID100004086,PT,Silicosis
CID100004086,PT,Respiratory tract congestion
CID100004086,PT,Emphysema
CID100004086,PT,Palpitations
CID100004086,PT,Dyspnoea
CID100004086,PT,Bronchitis chronic
CID100004086,PT,Bronchitis
CID100004086,PT,Bronchospasm
CID100004086,PT,Asthma
CID100004086,PT,Sarcoidosis
CID100004091,PT,Blood glucose decreased
CID100004091,PT,Diabetes mellitus
CID100004091,PT,Metabolic acidosis
CID100004091,PT,Obesity
CID100004091,PT,Acute coronary syndrome
CID100004091,PT,Myocardial infarction
CID100004091,PT,Ketosis
CID100004091,PT,Hypersensitivity
CID100004091,PT,Weight decreased
CID100004091,PT,Fasting
CID100004091,PT,Diabetic ketoacidosis
CID100004091,PT,Type 2 diabetes mellitus
CID100004091,PT,Type 1 diabetes mellitus
CID100004091,PT,Diabetes mellitus
CID100004091,PT,Coma
CID100004091,PT,Lactic acidosis
CID100004091,PT,Hyperglycaemia
CID100004095,PT,Therapy naive
CID100004095,PT,Analgesic therapy
CID100004095,PT,Substance abuse
CID100004095,PT,Drug dependence
CID100004095,PT,Respiratory depression
CID100004095,PT,Pulmonary function test decreased
CID100004095,PT,Withdrawal syndrome
CID100004095,PT,Convulsion
CID100004095,PT,Procedural pain
CID100004095,PT,Pain
CID100004095,PT,Drug dependence
CID100004095,PT,Pain
CID100004101,PT,Pyelonephritis
CID100004101,PT,pH urine decreased
CID100004101,PT,Urinary tract infection
CID100004101,PT,Pyelonephritis chronic
CID100004101,PT,Urinary tract infection
CID100004101,PT,Nervous system disorder
CID100004101,PT,Chills
CID100004101,PT,Cystitis
CID100004101,PT,Bladder pain
CID100004101,PT,Body temperature increased
CID100004101,PT,Cystitis noninfective
CID100004101,PT,Infection
CID100004101,PT,Bacteriuria
CID100004107,PT,Epilepsy
CID100004107,PT,Discomfort
CID100004112,PT,Non-Hodgkin's lymphoma
CID100004112,PT,Fungal infection
CID100004112,PT,Mycosis fungoides
CID100004112,PT,Metastasis
CID100004112,PT,Neoplasm
CID100004112,PT,Osteosarcoma
CID100004112,PT,Psoriasis
CID100004112,PT,Mycosis fungoides
CID100004112,PT,Osteosarcoma metastatic
CID100004112,PT,Testis cancer
CID100004112,PT,Metastatic neoplasm
CID100004112,PT,Lymphoma
CID100004112,PT,Oesophageal carcinoma
CID100004112,PT,Lung neoplasm malignant
CID100004112,PT,Drug interaction
CID100004112,PT,Leukaemic infiltration brain
CID100004112,PT,Juvenile idiopathic arthritis
CID100004112,PT,Acute leukaemia
CID100004112,PT,Non-Hodgkin's lymphoma
CID100004112,PT,Psoriasis
CID100004112,PT,Lymphocytic leukaemia
CID100004112,PT,Arthritis
CID100004112,PT,Psoriatic arthropathy
CID100004112,PT,Rheumatoid arthritis
CID100004112,PT,Arthritis
CID100004112,PT,Bladder cancer
CID100004112,PT,Breast cancer
CID100004112,PT,Burkitt's lymphoma
CID100004112,PT,Neoplasm malignant
CID100004112,PT,Acute lymphocytic leukaemia
CID100004112,PT,Squamous cell carcinoma
CID100004112,PT,Malignant hydatidiform mole
CID100004112,PT,Choriocarcinoma
CID100004112,PT,Hodgkin's disease lymphocyte depletion type stage unspecified
CID100004112,PT,Hodgkin's disease
CID100004112,PT,Hodgkin's disease lymphocyte predominance type stage unspecified
CID100004112,PT,Benign hydatidiform mole
CID100004112,PT,Leukaemia
CID100004112,PT,Bronchial carcinoma
CID100004114,PT,Myocardial ischaemia
CID100004114,PT,Albinism
CID100004114,PT,Dermatitis atopic
CID100004114,PT,Psoriasis
CID100004114,PT,Vitiligo
CID100004114,PT,Mycosis fungoides
CID100004114,PT,Photosensitivity reaction
CID100004120,PT,Peptic ulcer
CID100004121,PT,Oedema
CID100004121,PT,Cardiac failure congestive
CID100004121,PT,Hypertension
CID100004121,PT,Renal failure chronic
CID100004121,PT,Hepatic cirrhosis
CID100004121,PT,Nephrotic syndrome
CID100004121,PT,Glomerulonephritis acute
CID100004138,PT,Hypertension
CID100004138,PT,Hypertensive crisis
CID100004139,PT,Fistula
CID100004139,PT,Methaemoglobinaemia
CID100004140,PT,Uterine hypotonus
CID100004140,PT,Uterine atony
CID100004140,PT,Uterine haemorrhage
CID100004140,PT,Haemoglobin
CID100004140,PT,Haemorrhage
CID100004158,PT,Attention deficit/hyperactivity disorder
CID100004158,PT,Learning disability
CID100004158,PT,Memory impairment
CID100004158,PT,Somnolence
CID100004158,PT,Hyperkinesia
CID100004158,PT,Agitation
CID100004158,PT,Brain injury
CID100004158,PT,Mental disability
CID100004158,PT,Nervous system disorder
CID100004158,PT,Distractibility
CID100004158,PT,Electroencephalogram abnormal
CID100004158,PT,Attention deficit/hyperactivity disorder
CID100004158,PT,Mood swings
CID100004158,PT,Ventricular arrhythmia
CID100004158,PT,Psychotic disorder
CID100004158,PT,Narcolepsy
CID100004158,PT,Heart disease congenital
CID100004158,PT,Somnolence
CID100004158,PT,Sudden death
CID100004158,PT,Cardiovascular disorder
CID100004158,PT,Mental disorder
CID100004158,PT,Affect lability
CID100004159,PT,Tenosynovitis
CID100004159,PT,Thyroiditis
CID100004159,PT,Trichiniasis
CID100004159,PT,Tuberculosis
CID100004159,PT,Meningitis tuberculous
CID100004159,PT,Pulmonary tuberculosis
CID100004159,PT,Idiopathic thrombocytopenic purpura
CID100004159,PT,Urticaria
CID100004159,PT,Uveitis
CID100004159,PT,Choroiditis
CID100004159,PT,Temporal arteritis
CID100004159,PT,Purpura
CID100004159,PT,Azotaemia
CID100004159,PT,Synovitis
CID100004159,PT,Skin disorder
CID100004159,PT,Stevens-Johnson syndrome
CID100004159,PT,Ankylosing spondylitis
CID100004159,PT,Injury
CID100004159,PT,Serum sickness
CID100004159,PT,Seborrhoeic dermatitis
CID100004159,PT,Sarcoidosis
CID100004159,PT,Rhinitis perennial
CID100004159,PT,Rheumatic heart disease
CID100004159,PT,Renal failure
CID100004159,PT,Aplasia pure red cell
CID100004159,PT,Psoriasis
CID100004159,PT,Proteinuria
CID100004159,PT,Protein urine present
CID100004159,PT,Polymyalgia rheumatica
CID100004159,PT,Erythema multiforme
CID100004159,PT,Granuloma annulare
CID100004159,PT,Adrenocortical insufficiency acute
CID100004159,PT,Acute leukaemia
CID100004159,PT,Pneumonia
CID100004159,PT,Juvenile idiopathic arthritis
CID100004159,PT,Temporal arteritis
CID100004159,PT,Pneumonia aspiration
CID100004159,PT,Nephrotic syndrome
CID100004159,PT,Eosinophilic pneumonia
CID100004159,PT,Congenital aplastic anaemia
CID100004159,PT,Aplasia pure red cell
CID100004159,,Allergic conditions
CID100004159,PT,Encephalitis
CID100004159,PT,Aspiration
CID100004159,PT,Drug interaction
CID100004159,PT,Fluid retention
CID100004159,PT,Myalgia
CID100004159,PT,Polymyositis
CID100004159,PT,Systemic lupus erythematosus
CID100004159,PT,Transfusion reaction
CID100004159,PT,Secondary adrenocortical insufficiency
CID100004159,PT,Pulmonary eosinophilia
CID100004159,PT,Loeffler's syndrome
CID100004159,PT,Scar
CID100004159,PT,Erythema multiforme
CID100004159,PT,Malaise
CID100004159,PT,Metastases to central nervous system
CID100004159,PT,Brain cancer metastatic
CID100004159,PT,Hypoplastic anaemia
CID100004159,PT,Ulcerative keratitis
CID100004159,PT,Thrombocytopenia
CID100004159,PT,Neurodermatitis
CID100004159,PT,Dermatitis bullous
CID100004159,PT,Necrobiosis lipoidica diabeticorum
CID100004159,PT,Pemphigus
CID100004159,PT,Arthritis
CID100004159,PT,Optic neuritis
CID100004159,PT,Oedema
CID100004159,PT,Drug hypersensitivity
CID100004159,PT,Polyuria
CID100004159,PT,Dermatomyositis
CID100004159,PT,Dermatitis contact
CID100004159,PT,Dermatitis atopic
CID100004159,PT,Dermatitis exfoliative
CID100004159,PT,Dermatitis
CID100004159,PT,Conjunctivitis allergic
CID100004159,PT,Collagen disorder
CID100004159,PT,Proctocolitis
CID100004159,PT,Colitis ulcerative
CID100004159,PT,Chorioretinitis
CID100004159,PT,Neoplasm malignant
CID100004159,PT,Bursitis
CID100004159,PT,Brain neoplasm
CID100004159,PT,Brain oedema
CID100004159,PT,Berylliosis
CID100004159,PT,Asthma
CID100004159,PT,Arthritis
CID100004159,PT,Rheumatoid arthritis
CID100004159,PT,Psoriatic arthropathy
CID100004159,PT,Gout
CID100004159,PT,Gouty arthritis
CID100004159,PT,Haemolytic anaemia
CID100004159,PT,Anaemia
CID100004159,PT,Alopecia areata
CID100004159,PT,Adrenogenital syndrome
CID100004159,PT,Adrenal insufficiency
CID100004159,PT,Endocrine disorder
CID100004159,PT,Enteritis
CID100004159,PT,Choroiditis
CID100004159,PT,Erythema multiforme
CID100004159,PT,Sympathetic ophthalmia
CID100004159,PT,Neurodermatitis
CID100004159,PT,Epicondylitis
CID100004159,PT,Neuritis
CID100004159,PT,Nephrotic syndrome
CID100004159,PT,Neoplasm
CID100004159,PT,Mycosis fungoides
CID100004159,PT,Multiple sclerosis
CID100004159,PT,Meningitis
CID100004159,PT,Lymphoma
CID100004159,PT,Non-Hodgkin's lymphoma
CID100004159,PT,Systemic lupus erythematosus
CID100004159,PT,Cutaneous lupus erythematosus
CID100004159,PT,Lichen planus
CID100004159,PT,Leukaemia
CID100004159,PT,Neuropathy peripheral
CID100004159,PT,Nephropathy
CID100004159,PT,Laryngeal oedema
CID100004159,PT,Gastrointestinal disorder
CID100004159,PT,Seasonal allergy
CID100004159,PT,Rhinitis seasonal
CID100004159,PT,Blood disorder
CID100004159,PT,Ophthalmic herpes zoster
CID100004159,PT,Hypercalcaemia
CID100004159,PT,Osteoarthritis
CID100004159,PT,Inflammatory bowel disease
CID100004159,PT,Iridocyclitis
CID100004159,PT,Iritis
CID100004159,PT,Keloid scar
CID100004159,PT,Keratitis
CID100004159,PT,Inflammation
CID100004160,PT,Primary hypogonadism
CID100004160,PT,Androgen deficiency
CID100004160,PT,Secondary hypogonadism
CID100004160,PT,Hypogonadism male
CID100004160,PT,Injury
CID100004160,PT,Delayed puberty
CID100004160,PT,Orchitis
CID100004160,PT,Orchitis noninfective
CID100004160,PT,Neoplasm
CID100004160,PT,Cryptorchism
CID100004160,PT,Breast cancer
CID100004160,PT,Puberty
CID100004163,PT,Vascular headache
CID100004168,PT,Migraine
CID100004168,PT,Oesophageal ulcer
CID100004168,PT,Impaired gastric emptying
CID100004168,PT,Gastric atony
CID100004168,PT,Cyclic vomiting syndrome
CID100004168,PT,Malaise
CID100004168,PT,Abdominal distension
CID100004168,PT,Procedural nausea
CID100004168,PT,Diabetic gastroparesis
CID100004168,PT,Post procedural diarrhoea
CID100004168,PT,Procedural vomiting
CID100004168,PT,Impaired gastric emptying
CID100004168,PT,Impaired gastric emptying
CID100004168,PT,Diabetes mellitus
CID100004168,PT,Hypertension
CID100004168,PT,Vomiting
CID100004168,PT,Abnormal behaviour
CID100004168,PT,Decreased appetite
CID100004168,PT,Asthma
CID100004168,PT,Neoplasm malignant
CID100004168,PT,Infection
CID100004168,PT,Diabetes mellitus
CID100004168,PT,Gastrooesophageal reflux disease
CID100004168,PT,Gastrointestinal disorder
CID100004168,PT,Azotaemia
CID100004168,PT,Dyspepsia
CID100004168,PT,Hypertension
CID100004168,PT,Motion sickness
CID100004168,PT,Hypotonia
CID100004168,PT,Muscle relaxant therapy
CID100004168,PT,Nausea
CID100004168,PT,Cardiac failure congestive
CID100004170,PT,Fluid retention
CID100004170,PT,Fluid retention
CID100004170,PT,Discomfort
CID100004170,PT,Essential hypertension
CID100004170,PT,Pregnancy
CID100004170,PT,Nephrotic syndrome
CID100004170,PT,Gravitational oedema
CID100004170,PT,Foetor hepaticus
CID100004170,PT,Hepatocellular injury
CID100004170,PT,Nephropathy
CID100004170,PT,Hypertension
CID100004170,PT,Cardiac failure congestive
CID100004170,PT,Oedema
CID100004170,PT,Polyuria
CID100004170,PT,Liver disorder
CID100004171,PT,Renal failure
CID100004171,PT,Cardiogenic shock
CID100004171,PT,Cerebrovascular accident
CID100004171,PT,Tachycardia
CID100004171,PT,Supraventricular tachycardia
CID100004171,PT,Migraine
CID100004171,PT,Ventricular extrasystoles
CID100004171,PT,Palpitations
CID100004171,PT,Acute myocardial infarction
CID100004171,PT,Angina pectoris
CID100004171,PT,Bradycardia
CID100004171,PT,Obstructive airways disorder
CID100004171,PT,Cardiovascular disorder
CID100004171,PT,Hypertension
CID100004171,PT,Supraventricular tachyarrhythmia
CID100004171,PT,Myocardial ischaemia
CID100004171,PT,Cardiac failure chronic
CID100004171,PT,Acute coronary syndrome
CID100004171,PT,Hepatic cirrhosis
CID100004171,PT,Myocardial infarction
CID100004171,PT,Arrhythmia
CID100004171,PT,Atrial fibrillation
CID100004171,PT,Diabetes mellitus
CID100004171,PT,Diabetic nephropathy
CID100004171,PT,Oedema
CID100004171,PT,Cardiac disorder
CID100004171,PT,Angina pectoris
CID100004171,PT,Hyperlipidaemia
CID100004171,PT,Hypertension
CID100004171,PT,Hypertensive crisis
CID100004171,PT,Hyperthyroidism
CID100004171,PT,Hypotension
CID100004171,PT,Renal failure chronic
CID100004171,PT,Cardiac failure
CID100004173,PT,Vaginitis bacterial
CID100004173,PT,Vaginal infection
CID100004173,PT,Vulvovaginitis
CID100004173,PT,Vaginal inflammation
CID100004173,PT,Vaginal infection
CID100004173,PT,Urogenital trichomoniasis
CID100004173,PT,Tubo-ovarian abscess
CID100004173,PT,Vulvovaginitis trichomonal
CID100004173,PT,Trichomoniasis
CID100004173,PT,Postoperative wound infection
CID100004173,PT,Vaginitis gardnerella
CID100004173,PT,Lower respiratory tract infection
CID100004173,PT,Erythema
CID100004173,PT,Vaginal discharge
CID100004173,PT,Papule
CID100004173,PT,Rash pustular
CID100004173,PT,Abdominal abscess
CID100004173,PT,Pneumonia necrotising
CID100004173,PT,Endometritis
CID100004173,PT,Postpartum sepsis
CID100004173,PT,Infection
CID100004173,PT,Post procedural infection
CID100004173,PT,Bacterial sepsis
CID100004173,PT,Genital infection
CID100004173,,Bone and joint infections
CID100004173,PT,Tooth infection
CID100004173,PT,Abdominal infection
CID100004173,PT,Genital infection female
CID100004173,PT,Sepsis
CID100004173,PT,Gingivitis ulcerative
CID100004173,PT,Rosacea
CID100004173,PT,Sexually transmitted disease
CID100004173,PT,Peritonitis
CID100004173,PT,Pneumonia
CID100004173,PT,Abscess
CID100004173,PT,Amoebiasis
